,Close
495,549.280029
496,546.669983
497,546.48999
498,549.200012
499,539.48999
500,538.72998
501,545.780029
502,548.950012
503,542.039978
504,535.080017
505,543.039978
506,552.840027
507,551.159973
508,548.77002
509,561.3900150000001
510,564.369995
511,566.119995
512,573.659973
513,557.460022
514,549.179993
515,542.919983
516,544.530029
517,532.73999
518,543.52002
519,541.039978
520,539.780029
521,548.6400150000001
522,548.539978
523,548.02002
524,548.840027
525,544.8599849999999
526,543.950012
527,541.3099980000001
528,549.48999
529,554.700012
530,561.1400150000001
531,557.549988
532,563.6400150000001
533,567.0
534,577.539978
535,565.369995
536,564.950012
537,563.669983
538,566.159973
539,557.6099849999999
540,561.6400150000001
541,553.0
542,561.169983
543,555.6900019999999
544,559.849976
545,574.099976
546,572.900024
547,581.429993
548,578.330017
549,578.789978
550,575.02002
551,562.630005
552,559.289978
553,547.330017
554,538.650024
555,535.0
556,541.799988
557,546.450012
558,542.650024
559,545.01001
560,551.159973
561,546.01001
562,538.0
563,540.159973
564,529.280029
565,533.880005
566,529.830017
567,526.099976
568,533.299988
569,532.200012
570,537.549988
571,513.22998
572,512.429993
573,521.1900019999999
574,536.719971
575,541.950012
576,537.299988
577,520.3900150000001
578,509.94000199999994
579,510.459991
580,504.01000999999997
581,505.92999299999997
582,501.799988
583,497.05999800000006
584,500.72000099999997
585,506.910004
586,505.14999400000005
587,506.64001500000006
588,519.460022
589,529.549988
590,530.659973
591,535.280029
592,537.3099980000001
593,541.52002
594,536.929993
595,538.77002
596,532.299988
597,520.039978
598,514.619995
599,506.450012
600,498.160004
601,515.840027
602,521.51001
603,532.1099849999999
604,528.039978
605,536.1099849999999
606,530.72998
607,528.080017
608,542.580017
609,536.969971
610,538.590027
611,539.650024
612,549.080017
613,547.72998
614,549.22998
615,547.47998
616,545.8900150000001
617,543.76001
618,547.200012
619,544.51001
620,546.6400150000001
621,555.1900019999999
622,556.4400019999999
623,558.25
624,561.289978
625,558.22998
626,551.820007
627,551.6900019999999
628,555.950012
629,564.1900019999999
630,563.77002
631,567.869995
632,560.27002
633,558.450012
634,558.9400019999999
635,549.880005
636,548.900024
637,553.650024
638,542.6900019999999
639,538.030029
640,532.380005
641,522.969971
642,536.919983
643,540.72998
644,548.6900019999999
645,544.75
646,555.1900019999999
647,570.8099980000001
648,583.73999
649,574.099976
650,587.780029
651,586.25
652,580.880005
653,579.630005
654,588.409973
655,587.8099980000001
656,587.900024
657,585.25
658,598.419983
659,591.179993
660,597.27002
661,605.400024
662,597.27002
663,593.289978
664,588.780029
665,581.6400150000001
666,584.900024
667,591.1099849999999
668,593.419983
669,591.969971
670,601.630005
671,597.780029
672,593.1400150000001
673,589.52002
674,588.630005
675,582.3599849999999
676,580.320007
677,583.0
678,588.119995
679,590.570007
680,592.539978
681,592.419983
682,595.409973
683,597.1099849999999
684,592.700012
685,583.710022
686,584.650024
687,584.5599980000001
688,572.119995
689,577.25
690,577.9400019999999
691,571.8099980000001
692,574.48999
693,573.1400150000001
694,582.27002
695,573.599976
696,579.549988
697,595.4400019999999
698,593.950012
699,599.02002
700,598.080017
701,603.01001
702,605.1900019999999
703,603.570007
704,598.4400019999999
705,605.1099849999999
706,580.820007
707,590.619995
708,593.0599980000001
709,594.26001
710,586.650024
711,580.039978
712,583.3599849999999
713,578.400024
714,590.76001
715,593.080017
716,590.780029
717,591.48999
718,584.669983
719,585.6900019999999
720,584.77002
721,585.929993
722,572.539978
723,574.289978
724,566.52002
725,564.98999
726,560.659973
727,550.619995
728,552.299988
729,560.349976
730,559.5
731,567.5
732,568.299988
733,570.72998
734,566.030029
735,564.929993
736,553.76001
737,554.51001
738,564.340027
739,571.650024
740,570.5599980000001
741,570.450012
742,574.869995
743,563.799988
744,555.450012
745,549.700012
746,540.3900150000001
747,538.830017
748,528.299988
749,529.119995
750,534.409973
751,541.539978
752,538.429993
753,526.619995
754,520.169983
755,518.0
756,522.570007
757,535.330017
758,533.869995
759,538.530029
760,534.880005
761,536.330017
762,522.97998
763,523.099976
764,534.4400019999999
765,537.51001
766,545.5
767,539.369995
768,543.340027
769,563.900024
770,548.700012
771,545.200012
772,537.76001
773,546.6900019999999
774,567.039978
775,557.51001
776,540.630005
777,545.25
778,571.5
779,1135.099984
780,1134.8899900000001
781,1114.509999
782,1120.149983
783,1114.280005
784,1131.970061
785,1158.720018
786,1157.9300369999999
787,1183.0400339999999
788,1197.160055
789,1199.250004
790,1211.259955
791,1192.100057
792,1172.80004
793,1189.060009
794,1207.300052
795,1199.989986
796,1211.57007
797,1214.789991
798,1219.609995
799,1218.260028
800,1214.909988
801,1202.690042
802,1215.64997
803,1219.2100050000001
804,1220.1699820000001
805,1219.999986
806,1212.510047
807,1203.790016
808,1204.110008
809,1202.340051
810,1210.879965
811,1202.80004
812,1199.899989
813,1186.690067
814,1190.179982
815,1172.9300369999999
816,1177.440049
817,1159.959988
818,1143.200031
819,1138.160032
820,1133.430025
821,1180.969963
822,1135.389977
823,1106.920062
824,1123.010036
825,1101.229957
826,1123.8300160000001
827,1160.099984
828,1165.019986
829,1163.700018
830,1150.529974
831,1156.219957
832,1148.6200199999998
833,1149.400001
834,1122.980036
835,1130.179983
836,1130.239981
837,1141.229957
838,1138.860015
839,1117.320052
840,1104.999987
841,1113.120033
842,1120.7099699999999
843,1109.46
844,1118.400026
845,1117.460049
846,1111.840064
847,1115.099985
848,1100.619972
849,1086.219958
850,1084.749994
851,1069.859991
852,1072.9800369999998
853,1060.789969
854,1069.959989
855,1077.2900539999998
856,1084.659996
857,1078.140033
858,1069.869991
859,1057.340053
860,1058.180032
861,1053.2600300000001
862,1054.480001
863,1059.5899980000002
864,1063.110034
865,1058.410027
866,1045.929965
867,1031.8900640000002
868,1034.070011
869,1022.309993
870,1025.199983
871,1031.550072
872,1033.560023
873,1035.229982
874,1032.47005
875,1011.7800060000001
876,1010.590035
877,1016.030024
878,1007.9500380000001
879,1022.750043
880,1021.520012
881,1026.1099609999999
882,1027.04006
883,1030.579974
884,1030.419978
885,1036.2399580000001
886,1014.999988
887,1015.199983
888,1025.549975
889,1031.409954
890,1007.000001
891,1003.3000300000001
892,1011.410015
893,888.7900189999999
894,898.0300380000001
895,882.010002
896,876.1100240000001
897,871.990002
898,868.240033
899,855.86003
900,853.670023
901,865.740033
902,872.3499939999999
903,876.090024
904,887.990039
905,887.000002
906,875.9100289999999
907,876.390017
908,878.170035
909,877.2299960000001
910,886.840006
911,886.5000140000001
912,903.1100359999999
913,898.3900289999999
914,903.3200310000001
915,886.1100240000001
916,887.759983
917,889.0700119999999
918,893.060037
919,896.1900220000001
920,888.670022
921,888.050037
922,879.58
923,879.5600009999999
924,871.630011
925,860.379981
926,846.9000050000001
927,855.430041
928,848.550026
929,850.1499869999999
930,866.390017
931,870.209985
932,873.7100210000001
933,869.330006
934,865.420041
935,865.650035
936,856.9100050000001
937,859.6599980000001
938,869.809995
939,881.25002
940,885.5100380000001
941,890.410041
942,892.6599859999999
943,890.650035
944,896.5700119999999
945,904.99999
946,906.5700119999999
947,904.220009
948,887.749984
949,890.9200279999999
950,882.2699949999999
951,885.3499810000001
952,887.699985
953,902.900041
954,903.8000189999999
955,910.700033
956,896.6000119999999
957,910.680034
958,918.550025
959,919.609999
960,924.6899970000001
961,923.0000380000001
962,920.2399839999999
963,905.990026
964,905.2399839999999
965,905.089987
966,893.4900269999999
967,886.430016
968,882.309994
969,887.880041
970,880.370042
971,877.07
972,873.650023
973,866.2000220000001
974,869.789995
975,880.9300279999999
976,884.7399960000001
977,900.680034
978,900.6200349999999
979,886.25002
980,875.0399890000001
981,877.000002
982,871.9800029999999
983,879.809994
984,890.219984
985,879.7299960000001
986,864.639999
987,859.699997
988,859.1000119999999
989,867.6299869999999
990,871.2200210000001
991,870.760032
992,868.3100310000001
993,881.2700199999999
994,873.3200310000001
995,882.789983
996,889.420004
997,906.9700019999999
998,908.530025
999,909.1800099999999
1000,903.870017
1001,915.8900289999999
1002,887.1
1003,877.5299890000001
1004,880.229984
1005,871.4800150000001
1006,873.630023
1007,857.229997
1008,861.550013
1009,845.7200339999999
1010,829.61
1011,820.430041
1012,824.5700009999999
1013,819.060013
1014,801.420017
1015,809.100013
1016,813.450028
1017,807.8999809999999
1018,800.109988
1019,799.869994
1020,765.91003
1021,782.5599900000001
1022,793.3700309999999
1023,781.9300049999999
1024,790.0499900000001
1025,790.3899809999999
1026,790.179987
1027,777.649987
1028,774.849995
1029,783.050039
1030,795.069989
1031,806.200022
1032,813.040038
1033,801.190023
1034,794.190011
1035,802.659987
1036,812.419993
1037,809.639999
1038,810.309983
1039,811.260021
1040,814.709998
1041,811.320019
1042,807.789984
1043,814.300008
1044,821.5400139999999
1045,825.309983
1046,827.609988
1047,834.8199950000001
1048,831.520014
1049,832.5999879999999
1050,831.380018
1051,838.6000240000001
1052,821.5000150000001
1053,806.190023
1054,801.200022
1055,799.779996
1056,790.129988
1057,790.770033
1058,799.709998
1059,795.530039
1060,792.4599919999999
1061,806.850007
1062,792.8899809999999
1063,787.819983
1064,782.8599820000001
1065,780.700035
1066,782.419993
1067,785.369982
1068,773.950017
1069,770.169987
1070,765.740034
1071,759.0200150000001
1072,775.600037
1073,755.690035
1074,753.83002
1075,753.680024
1076,750.7300349999999
1077,753.670024
1078,754.210011
1079,741.500016
1080,702.869983
1081,704.510004
1082,711.320021
1083,715.189987
1084,724.929993
1085,723.250034
1086,739.989992
1087,741.480016
1088,738.120037
1089,733.300033
1090,734.749998
1091,737.96998
1092,723.670024
1093,723.250034
1094,707.379995
1095,700.009992
1096,706.290021
1097,708.8700190000001
1098,709.500004
1099,715.630037
1100,722.359995
1101,720.1099889999999
1102,721.070027
1103,720.780034
1104,701.960005
1105,702.699987
1106,697.5599900000001
1107,696.880007
1108,685.419982
1109,684.210011
1110,691.130025
1111,687.819984
1112,691.030028
1113,695.249986
1114,698.370032
1115,691.8900070000001
1116,683.670025
1117,670.7100360000001
1118,661.150025
1119,667.969981
1120,665.870032
1121,669.9699929999999
1122,668.2100360000001
1123,647.18
1124,647.259998
1125,652.549991
1126,659.050016
1127,665.900031
1128,663.029979
1129,652.2899980000001
1130,667.120002
1131,681.720011
1132,682.959981
1133,687.919982
1134,687.5899900000001
1135,680.299985
1136,675.149989
1137,677.759986
1138,677.299997
1139,680.349984
1140,678.670025
1141,681.7900089999999
1142,694.999992
1143,755.489979
1144,744.699999
1145,740.9800290000001
1146,744.749998
1147,751.480016
1148,744.5600019999999
1149,744.090014
1150,757.839983
1151,767.649987
1152,768.050039
1153,762.499991
1154,756.990004
1155,761.780009
1156,754.500003
1157,756.500016
1158,753.460029
1159,749.160012
1160,749.380006
1161,733.990016
1162,728.120037
1163,727.499992
1164,718.280034
1165,709.979992
1166,709.68
1167,706.040027
1168,690.880032
1169,692.19
1170,700.770034
1171,706.150025
1172,699.4000070000001
1173,680.720036
1174,681.040028
1175,685.0899900000001
1176,681.680012
1177,688.0099799999999
1178,677.249998
1179,669.220011
1180,678.6300259999999
1181,676.8000089999999
1182,677.18
1183,669.510004
1184,675.539979
1185,677.140001
1186,672.869983
1187,667.539991
1188,668.660025
1189,660.009992
1190,642.000005
1191,642.349996
1192,642.229999
1193,640.539979
1194,642.819985
1195,641.330021
1196,628.750023
1197,632.679988
1198,632.969981
1199,632.2999980000001
1200,634.959994
1201,613.360033
1202,607.989981
1203,607.569991
1204,615.5099799999999
1205,610.820034
1206,593.05998
1207,580.760036
1208,576.730012
1209,574.919995
1210,576.5200169999999
1211,570.4799820000001
1212,571.190025
1213,581.700013
1214,586.01003
1215,585.9800299999999
1216,595.920032
1217,587.829985
1218,580.4699820000001
1219,580.069992
1220,564.3100099999999
1221,569.300011
1222,564.680001
1223,560.7000370000001
1224,571.480018
1225,565.209988
1226,577.509993
1227,581.530017
1228,570.8500339999999
1229,564.510005
1230,559.050017
1231,561.0900280000001
1232,565.099991
1233,568.50003
1234,580.449982
1235,578.230037
1236,580.569979
1237,570.409983
1238,578.5900280000001
1239,570.9800299999999
1240,580.860033
1241,588.230036
1242,594.340009
1243,591.530017
1244,603.660026
1245,609.4600059999999
1246,600.800035
1247,614.1100150000001
1248,600.399983
1249,623.049979
1250,628.930019
1251,611.110027
1252,604.000017
1253,605.229987
1254,613.660026
1255,609.1500139999999
1256,612.789986
1257,607.549992
1258,596.970006
1259,611.020029
1260,607.259999
1261,604.430007
1262,604.849997
1263,614.9799929999999
1264,615.469981
1265,609.72
1266,601.270023
1267,597.599991
1268,596.060028
1269,599.3000099999999
1270,607.4499940000001
1271,609.570003
1272,606.070028
1273,624.600003
1274,651.010029
1275,635.96003
1276,626.860008
1277,630.8400330000001
1278,632.319997
1279,635.149989
1280,642.61999
1281,646.920007
1282,641.2400230000001
1283,648.410031
1284,655.760035
1285,647.020004
1286,649.330009
1287,642.5899900000001
1288,646.050028
1289,639.9799929999999
1290,633.4900299999999
1291,633.980018
1292,625.039992
1293,621.1300259999999
1294,615.9900299999999
1295,617.779986
1296,605.149989
1297,600.249987
1298,607.140002
1299,606.8000099999999
1300,604.959994
1301,614.2500110000001
1302,621.250023
1303,622.399995
1304,618.250036
1305,618.390032
1306,609.3100099999999
1307,609.899995
1308,606.110027
1309,607.939982
1310,614.000017
1311,604.640002
1312,606.5200169999999
1313,605.559979
1314,609.759999
1315,612.2
1316,605.910032
1317,611.460018
1318,609.849997
1319,606.7700110000001
1320,609.090015
1321,596.330022
1322,585.109991
1323,580.830034
1324,580.109991
1325,577.689989
1326,579.979994
1327,568.099979
1328,569.490006
1329,580.930032
1330,585.5199809999999
1331,585.9900299999999
1332,639.570003
1333,632.909983
1334,628.580027
1335,624.989993
1336,629.640002
1337,625.96003
1338,623.140038
1339,622.459994
1340,650.019992
1341,659.010017
1342,668.280034
1343,665.409982
1344,645.900032
1345,642.399995
1346,639.7
1347,640.249987
1348,633.140038
1349,629.7
1350,625.820034
1351,630.3699839999999
1352,621.830009
1353,625.96003
1354,619.540004
